likes,54992199,222103174,174501086,10330740,483787858,374628474,268536810,519585366,476714097,14110780,8047632,522653994,542824499,2654670,300021061,432315004
2023121611,45818037,146634038,24260389,429616662,135061156,35493380,13230022,39099183,1140422,136070143,53614378,44775379,-1,1795797,198155,-1
2023121623,59118640,146734827,24287965,413606121,156859663,22199410,23080731,29491054,1140773,136082720,53625459,44815050,-1,1814411,198201,-1
2023121711,59119592,172067134,24298424,429721659,135319906,35496223,13259198,29536749,1141005,136088438,45627047,44830254,-1,1798200,198179,-1
2023121723,45822852,172088025,24327192,413862151,135458822,22208425,13270281,29568695,1141508,143384570,45634606,39449635,-1,1799695,198218,-1
2023121811,45823922,146918550,24337046,429830959,135517624,22224219,13276354,39172115,1141655,136118331,45637261,44851618,-1,1800396,198226,-1
2023121823,45825554,172116568,55234323,414156544,157061711,22224699,13286936,29614045,10626585,143401786,45641252,39568859,-1,1800988,198289,-1
2023121911,45826175,172126834,55247028,414491612,136148614,35498498,13294602,29626725,1142128,136130606,53646379,44921693,-1,1801265,198290,-1
2023121923,45829083,172145745,24438927,414631468,136349506,22230144,23108707,29661429,1142649,136135224,53649656,39841651,-1,1818843,198305,-1
2023122011,45830993,172164587,24525172,414874013,157265967,35500690,13329709,39244749,1143518,136145485,53653253,39952526,-1,1819072,198366,-1
2023122023,45832235,147424690,55323241,430134720,157307227,35500943,23118620,39256520,10628585,143424471,53656882,40004579,-1,1801924,198349,-1
2023122111,59131132,147492829,55335825,430160893,136642947,35501368,23122406,39266236,1144345,143473885,53662470,45253176,-1,1819266,198353,-1
2023122123,59134998,147658021,55372742,430217543,157429699,35501889,13362748,29762158,1145457,136226388,45659959,40116411,-1,1819429,198399,-1
2023122211,59136414,147764966,24644329,430294008,137053871,35502842,13375246,39303982,1146676,136245500,53668131,40262529,-1,1802386,198465,-1
2023122223,45838134,147815788,55432516,430316476,137094072,35503034,13376444,39309405,1146900,136247993,45665462,40283425,-1,1802425,198448,-1
2023122311,45838500,147877893,24669581,415391460,157602401,22241939,13394346,39328416,10631832,143528821,45666734,40318368,-1,1802509,198477,-1
2023122323,59138223,172389053,55505068,430444196,157781334,22260284,23147711,39355050,10632802,136261392,53672200,40393158,-1,1802703,198518,-1
2023122411,45840243,148016995,24754639,430474641,157861058,35505273,23150903,29899634,10633276,143540736,53673005,45592325,-1,1802808,198497,-1
2023122423,45841769,148114711,24931584,415725890,157924844,35506342,23152952,29931728,1149728,136271722,45671132,45612703,-1,1820287,198558,-1
2023122511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2023122523,59141974,172573565,55779718,430644935,158070860,22268938,13449274,29986486,10634887,143554896,53678417,40516012,-1,1821653,198583,-1
2023122611,59142105,148472720,25032332,415928226,137979759,22269068,13454810,39421488,1150459,143555824,45675651,45675592,-1,1821804,198618,-1
2023122623,45844328,148525129,25059597,416067052,138100816,35507751,23164271,39440630,1150801,143559212,53680980,40548605,-1,1821993,198640,-1
2023122711,59143794,172644351,55833952,430746241,158235009,22393690,13476179,39453843,10635539,136287411,53682442,40561123,-1,1822095,198624,-1
2023122723,45846536,148668712,25108130,430817440,158361107,35513120,23173942,39484920,10635898,143585769,45683981,40627513,-1,1805032,198684,-1
2023122811,45847141,148690589,55875191,416328106,138355408,35514309,13493484,39502807,1151401,143617002,53688368,45798066,-1,1822346,198687,-1
2023122823,59147636,148745137,25156964,416438765,158493955,35516764,23184269,30138252,1151641,143646409,45688371,45849398,-1,1805296,198695,-1
2023122911,45849879,172742371,25169964,416489029,158533727,22413309,13519967,30158800,10636319,136382118,45689087,40746298,-1,1805417,198723,-1
2023122923,45855502,148904726,55951137,430990794,138682969,22419907,23191733,39591497,1152257,143681134,53694896,45912653,-1,1805568,198734,-1
2023123011,59156314,148989984,25229569,416723756,158695597,35529050,23194198,30212493,10637103,143694094,53697143,45933330,-1,1822897,198736,-1
2023123023,45861193,172852334,25290122,416855463,138919669,22457757,23198381,30237836,1153191,136430057,53698357,45962713,-1,1805940,198802,-1
2023123111,45864101,172868717,56054718,431118482,158833691,35538501,23200115,39637075,10638047,143712472,45695598,40876084,-1,1823916,198807,-1
2023123123,45865604,172913734,25351264,431187564,158958654,22496089,13567508,30269396,1154331,143723900,53701041,45995259,-1,1825829,198843,-1
2024010111,59164911,172944119,25377207,417253306,139313351,35549570,13571879,39666314,10640614,143728476,45703013,40983301,-1,1812136,198822,-1
2024010123,45867750,173030601,56166523,417373483,159181679,35554774,23209720,39688316,1167761,136464658,53710051,41034233,-1,1832987,198892,-1
2024010211,45868303,173041372,56182785,417424554,139597002,35556391,23211976,39705497,10652506,136468196,53710762,46072177,-1,1816790,198873,-1
2024010223,59171176,149539450,25483131,417515701,139754769,22542298,23217506,39733961,10652912,136474270,53713132,46139114,-1,1817905,198914,-1
2024010311,59175710,149593077,56223113,417559161,159399101,22543910,23221200,30399794,10653015,143752555,53713782,46167419,-1,1818362,198922,-1
2024010323,59180866,149709663,25540238,431417110,139960676,35562822,23226566,39767706,10653197,143757496,53714594,41197282,-1,1818747,198959,-1
2024010411,45883817,173165872,56278997,431429267,140018263,22547251,13635030,30448745,10653289,136532250,53715273,41219642,-1,1836194,198988,-1
2024010423,59183807,173238328,25589228,431481514,140269184,22548344,23234054,30481428,1169058,136558342,53716687,46267548,-1,1836463,198989,-1
2024010511,59184560,173302921,56322600,417783848,140323888,22552443,23235805,30493168,10653853,136568217,53717349,41292842,-1,1837055,198990,-1
2024010523,59185576,150087139,56352296,417858556,140500099,22553763,13661180,39829720,10654347,136578620,45715530,41349676,-1,1820138,199007,-1
2024010611,59186244,173378179,56366720,431629549,159857280,22564005,23243500,39839502,1169956,143858434,53719504,41369228,-1,1837567,199036,-1
2024010623,45888880,173413711,25691811,417987112,159923206,22582616,23251377,30583059,10655121,143890130,45719196,41420188,-1,1820636,199085,-1
2024010711,45889543,173433910,25706956,418071393,140832021,22584557,13687980,30592323,10655364,143906058,45720068,41439317,-1,1821668,199071,-1
2024010723,59189195,150498656,25741818,431814445,160032523,22586280,13706576,30611342,10655689,136645127,45720875,46412481,-1,1840147,199111,-1
2024010811,59189950,150537039,56448687,431841093,140993033,22590776,23259867,39873236,10655894,136651048,53724600,46419658,-1,1823201,199143,-1
2024010823,59190674,173520255,56473577,431900823,160132187,22591749,23262125,30672190,10656607,143931597,53724956,46437689,-1,1823502,199187,-1
2024010911,45892710,150634796,56485738,431920829,141159448,22594665,13736411,39905069,10656883,143934753,53725233,46448223,-1,1823662,199189,-1
2024010923,59191917,173589406,25832679,431968546,160266201,35574209,23267457,30730170,10657687,136664723,45723064,41580374,-1,1823887,199224,-1
2024011011,59192538,173609063,25848386,418506281,141391833,22595606,23269844,39922911,1173714,136666957,45723472,46486807,-1,1824095,199211,-1
2024011023,59193237,150839165,56564679,432095883,141555508,35575260,13775287,39937320,1175278,136672331,45725338,46516910,-1,1841566,199272,-1
2024011111,45895193,150906727,56580487,418724675,141658864,35575689,23280474,39943225,1175870,143982802,53729204,41656775,-1,1841686,199256,-1
2024011123,45896216,173705144,56609854,432196171,141780042,35576286,23285954,30853110,1176864,144002733,53730471,41681857,-1,1824696,199318,-1
2024011211,59195442,173722692,56623678,418904926,160635136,22611999,23288823,39987220,10661825,136734843,45727522,41695231,-1,1842037,199326,-1
2024011223,45902237,173754933,56651991,432293478,160709143,35577470,13822792,40009062,1178668,136742662,53731227,46596000,-1,1825037,199305,-1
2024011311,59203381,151206975,56666500,419050796,160744556,22627352,23296930,40019654,1179021,136746032,45728120,46632937,-1,1842354,199342,-1
2024011323,59205498,151261931,56695207,419142399,160813385,35579245,13848293,30962135,1180125,136751924,53731908,46667481,-1,1826052,199390,-1
2024011411,59206156,151296285,26048695,419232879,160841594,22640438,23312641,40041032,10665144,136755584,53732335,46693091,-1,1843966,199396,-1
2024011423,45909856,151371741,26080365,419333373,160912394,22641972,23317640,30997396,1181461,136761863,45729318,41879528,-1,1844923,199463,-1
2024011511,59208813,151467783,56751816,432484107,160937103,35581858,23320101,31006179,10666259,144038823,53732967,41903906,-1,1828658,199448,-1
2024011523,59209577,173877611,56792979,432537739,161014335,22649012,23322752,40073357,10666896,144041970,53733958,46767791,-1,1846357,199451,-1
2024011611,45911657,151599127,26148957,432560753,142661277,22653190,13886261,40082079,1182590,136768197,53734148,42089541,-1,1846610,199452,-1
2024011623,59210812,151724031,26179151,419628236,161153743,22653592,23329897,40097352,10667873,136770909,53734344,46807763,-1,1846876,199510,-1
2024011711,59211251,174013625,56848558,432622051,142928232,22657034,23333281,31090223,10668227,136771992,53734544,42142536,1106496,1829884,199518,-1
2024011723,45913784,151924901,26214025,419754261,143067711,22658895,13916550,40133417,10669027,136774927,45732121,46837770,1202700,1830104,199552,-1
2024011811,59213478,152023026,56883406,419779037,161371619,22665013,23340930,40152961,10669346,144093667,53736021,42209407,1303167,1830234,199536,-1
2024011823,45919924,174316291,56909411,419911924,143313753,35584711,13934088,31195450,10669944,136842000,53736346,46866665,1502804,1847658,199571,-1
2024011911,59220964,174346910,26268576,420030654,161538312,22700144,13947153,40188867,10670121,144124940,45733152,46876378,1624375,1847836,199600,-1
2024011923,45924691,174419976,26300514,420142452,143496741,35585459,23355654,31234393,1186081,144132383,53738409,46900884,1818595,1830845,199615,-1
2024012011,59224131,174483452,56967178,432887349,161675121,22734719,13958173,31249704,10670855,144135590,53739257,46912991,1895005,1848212,199621,-1
2024012023,45927335,174617739,26344146,432926466,143714249,35585507,23362372,31270462,10671401,144139536,53740012,46967078,2080684,1848650,199668,-1
2024012111,59226292,152751928,26360267,420318402,143771952,35585414,13985560,31288739,10671716,144141476,45737166,46985013,2150162,1831956,199693,-1
2024012123,59227776,152883281,57045428,420427873,161869825,35585413,23367372,40257662,10672127,144145530,53740883,42496338,2316155,1832851,199735,-1
2024012211,45929768,152969540,26402068,420723284,143903849,35585414,23368593,31313652,10672285,144146981,53741057,47028027,2379518,1833129,199719,-1
2024012223,59228732,153126942,57083940,420778745,161981149,22804734,14016061,40280839,10672887,144150231,45744509,42528636,2506197,1850601,199760,-1
2024012311,45930789,153199868,26444622,420861294,144108489,22853295,14022676,31363757,10673229,136876312,53750945,42537565,2574386,1850797,199785,-1
2024012323,45931408,175018065,26481966,420938381,162119312,35585459,14029053,40317088,1189413,136879333,45753851,42556093,2692614,1851107,199815,-1
2024012411,59230525,153400186,57145774,433213527,162159394,35585465,14038447,31411055,1189815,136880226,53759548,47075326,2744937,1834063,199824,-1
2024012423,59232035,153512329,26525260,421140597,162245737,35585547,23385903,40352543,10675337,136882856,45761818,47087628,2893294,1851488,199886,-1
2024012511,59232706,153596646,26540968,421247941,162271830,22881893,23388239,31448457,1191123,136925352,53766215,47094913,2991037,1834388,199872,-1
2024012523,45939607,153710979,57229168,433435238,162347031,35585618,14066642,31474183,1191625,136947753,45763460,47110361,3118356,1834569,199914,-1
2024012611,59241713,175278663,57241902,421450692,144595672,22886420,23397290,31489652,1191862,144230519,53767382,42658231,3167582,1851882,199927,-1
2024012623,45946342,175344318,26632890,433550243,162458578,22886492,14089921,31519992,10677000,144238795,45765780,42694108,3248186,1852103,199967,-1
2024012711,45947095,154019240,57292702,421570547,162487159,35585783,14095542,31558144,10677199,144241795,53770015,42702124,3303462,1835350,199997,-1
2024012723,59247570,175462459,26677592,421707454,162569866,22891433,23412856,40486833,10677993,136970943,45768714,47157539,3373734,1853488,200049,-1
2024012811,45950140,175500411,26703802,433668545,144947415,35585857,14123246,31616272,10679250,137000187,53772416,42745992,3425180,1837869,200032,-1
2024012823,59249692,154354218,57363727,433705698,162725283,35585885,14132037,31648624,1196695,144307313,45769653,42780345,3502117,1840193,200078,-1
2024012911,59250172,154416646,57380318,433719073,162757738,22909908,14142398,31669942,10681648,144315111,53773247,42798789,3571113,1840915,200109,-1
2024012923,45952505,175641325,26795964,422035751,162862594,22930861,23422811,40544131,1198189,144325460,45771311,47236155,3683088,1842015,200161,-1
2024013011,45953089,175663228,57424931,433840652,162912647,22930977,23424163,40555345,1198517,144328643,45771815,47241237,3748810,1842396,200141,-1
